"system_readout_id","vehicle_identification_number","engine_type","vehicle_type","mileage","engine_feature_2","engine_feature_3_1","engine_feature_3_2","engine_feature_4","engine_feature_5","engine_feature_6","engine_feature_7","engine_feature_8","engine_feature_9_1","engine_feature_9_2","engine_feature_10_1","engine_feature_10_2","engine_feature_11_1","engine_feature_11_2","engine_feature_11_3","engine_feature_11_4","engine_feature_11_5","engine_feature_11_6","engine_feature_11_7","engine_feature_11_8","engine_feature_11_9","engine_feature_11_10","engine_feature_11_11","engine_feature_11_12","engine_feature_11_13","engine_feature_11_14","engine_feature_11_15","engine_feature_11_16","engine_feature_11_17","engine_feature_11_18","engine_feature_11_19","engine_feature_11_20","engine_feature_11_21","engine_feature_11_22","engine_feature_11_23","engine_feature_11_24","engine_feature_11_25","engine_feature_11_26","engine_feature_11_27","engine_feature_11_28","engine_feature_11_29","engine_feature_11_30","engine_feature_11_31","engine_feature_11_32","engine_feature_11_33","engine_feature_11_34","engine_feature_11_35","engine_feature_11_36","engine_feature_11_37","engine_feature_11_38","engine_feature_11_39","engine_feature_11_40","engine_feature_11_41","engine_feature_11_42","engine_feature_11_43","engine_feature_11_44","engine_feature_11_45","engine_feature_11_46","engine_feature_11_47","engine_feature_11_48","engine_feature_12_1","engine_feature_12_2","engine_feature_12_3","engine_feature_12_4","engine_feature_12_5","engine_feature_13_1","engine_feature_13_2","engine_feature_13_3","engine_feature_13_4","engine_feature_13_5","engine_feature_14_1","engine_feature_14_2","engine_feature_14_3","engine_feature_14_4","engine_feature_14_5","engine_feature_15_1","engine_feature_15_2","engine_feature_15_3","engine_feature_15_4","engine_feature_15_5","engine_feature_15_6","engine_feature_15_7","engine_feature_15_8","engine_feature_15_9","engine_feature_15_10","defect"
76390,64314,3,1,6030,628,9.60191082802548,0.165414764685067,0.687950147167035,39.9337748344371,4.15894039735099,151,14575.8278145695,0,0,6035,368.96,0.00775,0,0,0,0,0,0,0,0.17314,6.69389,14.7694,14.8028,8.14712,0.35322,0.00882,0.00027,0.02779,0.31796,6.31581,19.19886,14.69993,0.58808,0.0024,0,0,0.00347,0.91753,4.08586,4.605,0.07482,0.00294,0,0,0,0.24448,1.16067,1.24403,0.0294,0.00294,0.00027,0,0,0.04408,0.5953,0.8526,0.02832,0.00107,0,38.71613,61.2854,0,0,0,32.52716,67.47437,0,0,0,0.01678,9.66949,90.2771,0.03967,0,0.84722,2.34167,1.96389,4.75278,3.60834,2.35556,0.19444,0,0,0,"y"
101782,3802,3,1,21791,2923,7.45501197399932,0.32430465275402,2.87255303030303,66.0333333333333,8.85757575757576,330,24102.1666666667,0,2,21802,2402.17,0,0,0,0,0,0,0,0,0.54554,32.42881,13.55396,7.0171,1.69903,0.15928,0.03103,0.00101,1.93719,16.2885,11.81005,6.78335,1.98988,0.09011,0.01872,0.00104,0,0.00026,0.626,1.97613,1.26748,0.07801,0.01472,0.00124,0,0,0.00095,0.33101,0.62889,0.10869,0.04929,0.00539,0,0,0,0.04892,0.36019,0.12252,0.02573,0,8.78143,91.22009,0.00153,0,0,6.28052,93.69202,0.01984,0.00916,0.00153,0.01373,0,56.95038,43.03894,0,2.25834,4.61945,1.48889,0.42778,0.08611,0.02222,0,0,0,0,"y"
113765,89647,3,1,3566,237,15.0464135021097,0.246539381153305,0.768813596491228,46.9210526315789,3.11842105263158,76,17126.1842105263,0,0,3574,223.2,0.0057,0,0,0,0,0,0,0,0.18151,17.40168,9.77711,6.96361,4.75312,0.24852,0.02328,0.00048,0.01569,0.3711,5.82226,23.46722,20.54017,0.28083,0.01141,0,0,0.00428,0.32881,2.36634,5.82701,0.07602,0.01283,0,0,0,0.0228,0.18151,0.86766,0.05845,0.0076,0,0,0,0,0.04704,0.27939,0.05418,0.00238,0,55.90668,44.09485,0,0,0,50.09308,49.90845,0,0,0,3.45764,73.13538,23.28033,0.13123,0,0.51944,1.17778,1.98889,1.33333,1.4,2.75278,0,0,0,0,"y"
116522,91467,3,1,8533,999,8.54154154154154,0.174414720275831,0.708293925022584,34.6869918699187,4.0609756097561,246,12660.7520325203,0,0,8538,628.33,0.00265,0,0,0,0,0,0,0,7.91123,13.38343,17.63568,10.89754,2.91558,0.07014,0.02829,0.00147,0.02888,1.15306,7.74221,16.02228,10.00575,0.11052,0.04657,0.00059,0,0,0.36986,3.46139,4.94717,0.08016,0.01046,0.00236,0,0,0.00899,0.71128,1.58053,0.10757,0.03669,0.01046,0,0,0.00015,0.16195,0.45489,0.07898,0.02122,0,55.93872,44.06281,0,0,0,48.82202,51.1795,0,0,0,0.01831,29.88129,49.17908,20.92438,0,1.78611,3.71111,4.71111,3.52223,4.21111,5.31945,0.85556,0.00278,0,0,"y"
133097,7626,1,1,27812,2526,11.0102929532858,0.238691585290754,1.79444923941799,82.7738095238095,7.51785714285714,336,30212.4404761905,0,2,27841,2219.64,0.00162,0.00017,0.01449,0.00113,0,0,0,0,5.5011,13.7291,18.75026,15.75407,4.08768,0.21965,0.05055,0.00118,0.0131,1.30245,9.19426,11.17632,3.92155,0.05963,0.01113,0.00083,0,0.00196,2.30223,6.46224,2.81129,0.06168,0.01305,0.00105,0,0,0.23921,1.82923,1.57479,0.14195,0.04003,0.00698,0,0,0.00423,0.23401,0.39696,0.07237,0.01646,0,13.87787,86.12366,0,0,0,10.04791,89.95361,0,0,0,0.02441,0,62.34741,37.63123,0,2.33056,7.64445,16.35557,10.2389,2.71945,1.42778,0.02778,0,0,0,"y"
126078,15126,3,1,7005,1223,5.72771872444808,0.134632324884165,0.688934449093445,29.3096234309623,5.11715481171548,239,10698.0125523013,0,2,7026,619.37,0.0035,0,0,0,0,0,0,0,1.1447,22.81401,18.503,11.84538,3.88806,0.38173,0.08108,0.00484,0.01585,1.27133,7.14529,12.4752,5.9714,0.18886,0.03303,0.00317,0,0,0.38674,3.09007,4.87459,0.28413,0.02936,0.00484,0,0,0.01702,0.87608,2.11638,0.44146,0.23458,0.06323,0,0,0.00017,0.26962,0.93731,0.40676,0.1972,0,97.48383,2.5238,0,0,0,89.38446,10.62317,0,0,0,0,93.80951,6.19659,0,0,0.29167,0.54444,1.01945,0.64722,0.09167,0.00278,0,0,0,0,"y"
123795,80794,3,1,2674,411,6.50608272506083,0.133509124087591,0.260058056872038,12.6729857819905,1.9478672985782,211,4625.63981042654,0,0,2684,206.76,0.02282,0,0,0,0,0,0,0,0.08265,13.6251,16.32162,13.46791,9.1047,0.39551,0.00964,0,0.02535,0.32047,5.40572,12.9071,14.93178,0.24338,0.00761,0,0,0.00456,0.54508,2.41663,5.1091,0.13437,0.0071,0,0,0,0.11257,0.72813,1.8908,0.07961,0.00507,0,0,0,0.01877,0.25353,1.6966,0.11967,0.0071,0,62.78076,37.22076,0,0,0,52.92816,47.07336,0,0,0,0.01526,5.78461,92.73834,1.46484,0,0.00833,0.00833,0.01111,0,0,0,0,0,0,0,"y"
66618,56425,3,1,9389,910,10.3175824175824,0.158850366300366,0.701717637540453,45.5776699029126,4.41747572815534,206,16635.8495145631,0,0,9391,691.82,0.00551,0,0,0,0,0,0,0,1.14822,8.67994,10.70048,12.71647,14.3988,0.9489,0.07505,0.00247,0.02527,0.29869,3.34395,8.47568,17.07164,1.78151,0.08892,0.00038,0,0.01045,0.58751,2.0118,7.13156,0.79176,0.03876,0.00114,0,0,0.25233,1.24417,3.2326,0.40966,0.04104,0.00171,0,0,0.08152,1.08628,2.94265,0.35076,0.02242,0,30.66864,69.33289,0,0,0,24.51477,75.48676,0,0,0,0.02136,11.79504,80.41077,7.77588,0,0.26111,0.85556,1.51389,0.98611,0.73889,0.63056,0.55833,0.09722,0,0,"y"
113782,5241,3,7,8088,929,8.70613562970937,0.16902194713551,0.809388602520046,41.6907216494845,4.78865979381443,194,15217.1134020619,0,0,8144,645.04,0.00424,0.00018,0.00036,0,0,0,0,0,0.1706,19.17515,11.13844,7.86364,13.49111,2.39245,0.16265,0.00672,0.02016,0.48987,3.93332,5.80832,18.9181,3.62395,0.24308,0.00088,0,0.00902,0.43419,1.23379,4.99652,1.0418,0.06311,0.00212,0,0,0.09299,0.43984,1.67222,0.5026,0.06965,0.00477,0,0,0.02068,0.20861,1.21117,0.4881,0.06559,0,23.47717,76.52435,0,0,0,19.72351,80.27802,0,0,0,0.02899,5.3299,82.71332,11.93085,0,0.21111,0.54167,0.60833,0.56944,0.46944,0.38889,0.175,0.03056,0,0,"y"
116551,7036,3,1,9100,1472,6.1820652173913,0.187576313405797,0.917316722037652,30.2325581395349,4.89036544850498,301,11034.8837209302,0,2,8858,758.37,0.00662,0,0,0,0,0,0,0,0.16668,28.70905,20.43205,10.74089,0.3542,0.05127,0.01289,0.00199,0.02018,1.83055,10.93337,16.1191,2.73971,0.05028,0.00629,0.00132,0,0.00033,0.37273,2.90177,2.71722,0.04531,0.00529,0.00033,0,0,0.01257,0.54999,0.92768,0.05159,0.01488,0.0043,0,0,0.00033,0.07341,0.10946,0.02281,0.01356,0,87.21924,12.78229,0,0,0,80.73578,19.26575,0,0,0,3.13873,80.97534,15.74554,0.14496,0,0.5,1.79445,2.03056,0.51944,0.27778,0.30556,0.01667,0,0,0,"y"
118971,54428,3,1,5582,508,10.988188976378,0.226653379265092,0.921119333333333,44.656,4.064,125,16299.44,0,0,5584,423.91,0.00725,0,0,0,0,0,0,0,0.07305,23.22909,16.91653,8.56348,3.76581,0.03193,0.00556,0.00024,0.00943,1.40072,5.62852,13.33817,12.36001,0.06144,0.00484,0,0,0.00024,0.45231,3.99995,6.31014,0.07934,0.00193,0,0,0,0.01742,1.00549,1.8257,0.12602,0.0179,0.00121,0,0,0,0.1889,0.4782,0.08974,0.00943,0,64.24255,35.75897,0,0,0,56.23474,43.76831,0,0,0,0.94757,61.51886,37.33826,0.19836,0,0.70556,1.42222,1.81667,2.30834,1.33056,3.06667,0.46667,0,0,0,"y"
96942,73995,4,1,6229,360,17.3027777777778,0.27148950617284,0.408938168293817,26.0627615062761,1.50627615062761,239,9512.9079497908,0,0,6234,390.05,0,0,0,0,0,0,0,0,2.3701,11.08692,12.19877,9.80563,5.1021,0.27442,0.01167,0,0.02333,0.17082,4.971,17.45142,22.54353,0.23998,0.00667,0.00028,0,0.00083,0.22276,1.39378,7.91105,0.06832,0.00278,0,0,0,0.04778,0.49468,1.64904,0.05694,0.00333,0,0,0,0.00333,0.28609,1.53627,0.06499,0.00139,0,19.03534,80.96619,0,0,0,15.72876,84.27277,0,0,0,0.01373,5.94025,86.90186,7.14722,0,0.08056,0.17222,0.13611,0.16667,0.14722,0.23333,0.03889,0,0,0,"y"
121531,91011,3,1,1990,383,5.19582245430809,0.135251740644038,0.407885170603675,15.6692913385827,3.01574803149606,127,5719.29133858268,0,2,1993,185.36,0.00545,0,0,0,0,0,0,0,0.36982,20.25259,19.59873,10.59442,3.42223,0.68007,0.17917,0.00655,0.03933,3.76035,7.45788,11.92892,7.64743,0.41404,0.18027,0.00983,0,0.00492,0.50253,3.74233,4.1176,0.18353,0.06008,0.0071,0,0,0.0355,1.35196,1.86816,0.22286,0.11199,0.02623,0,0,0,0.26001,0.63964,0.23653,0.08194,0,69.06128,30.94482,0,0,0,62.55188,37.45422,0,0,0,0,90.95612,9.04999,0,0,0.35556,1.02222,1.30833,0.76667,0.11944,0.83889,0.34722,0,0,0,"y"
82693,6542,3,1,8729,1264,6.90585443037975,0.216494549929677,0.80722451655195,25.7492625368732,3.72861356932153,339,9398.4808259587,0,2,8737,745.71,0.0028,0,0,0,0,0,0,0,1.79543,24.09351,20.42998,11.25,7.96073,0.67285,0.05688,0.0021,0.02459,0.47942,7.27618,9.27764,7.05537,0.47043,0.0183,0.001,0,0.0174,1.14887,2.05753,2.29155,0.19713,0.02009,5e-04,0,1e-04,0.24961,0.71473,0.8209,0.15764,0.03679,0.0016,0,0,0.05758,0.35387,0.8196,0.16254,0.02479,0,99.99847,0,0,0,0,98.87543,1.22833,0,0,0,0,0,99.99847,0,0,0.01111,0.03889,0.025,0,0,0,0,0,0,0,"y"
126113,27242,3,3,1067,231,4.61904761904762,0.113257575757576,0.4671875,19.0535714285714,4.125,56,6954.55357142857,0,0,1091,97.74,0.00741,0,0,0,0,0,0,0,0.22489,24.50966,15.53959,11.09165,8.40363,0.67147,0.03288,0,0.02971,0.29172,2.80369,9.06872,10.21969,0.80513,0.0265,0.00317,0,0.02547,0.52402,3.26299,4.48399,0.42538,0.02123,0.00107,0,0,0.16547,1.68244,2.66365,0.21852,0.00741,0,0,0,0.04881,0.79772,1.86169,0.08062,0,0,82.25861,17.74445,0,0,0,74.52393,25.4776,0,0,0,4.60052,81.18134,14.06555,0.15717,0,1.175,3.22778,4.72223,4.11945,2.42778,1.47778,0.14167,0,0,0,"y"
66645,56444,3,1,2725,1197,2.2765246449457,0.0889642393019586,0.417608605664488,10.6862745098039,4.69411764705882,255,3900.49019607843,0,0,2705,279.58,0.00802,0,0.00437,0.00122,0,0,0,0,8.89465,24.95814,21.77285,9.77846,1.26823,0.00899,0.00049,0,0.02771,2.84168,9.0492,13.25316,3.13693,0.0226,0.00122,0,0,0,0.44421,2.35252,1.47625,0.01799,0.00122,0,0,0,0.01263,0.24446,0.31299,0.01653,0.00486,0.00073,0,0,0,0.01799,0.06075,0.00802,0.00097,0,63.21564,36.78589,0,0,0,54.63715,45.36591,0,0,0,0.02289,0.80109,45.5719,53.60718,0,0.45556,1.50278,0.98333,0.00833,0,0,0,0,0,0,"y"
102803,4467,3,1,60262,5998,10.0470156718906,0.391381525323256,6.98662615740741,179.35119047619,17.8511904761905,336,65463.1845238095,0,2,60267,4878.02,0.00049,2e-05,7e-05,0,0,0,0,0,2.46055,21.89895,22.07401,17.02875,7.58246,0.26727,0.00407,0.00022,0.02744,0.66961,6.875,12.408,5.63523,0.19336,0.00299,1e-04,0,0.00591,0.51245,1.1865,0.73262,0.02043,0.00046,0,0,0,0.06474,0.14089,0.12242,0.0054,0.00032,1e-05,0,0,0.00909,0.03118,0.03627,0.0026,0.00012,0,5.13916,94.86237,0,0,0,4.27856,95.72296,0,0,0,0.02441,2.89764,96.76056,0.32196,0,3.36111,9.98056,5.32223,0.63889,0.09722,0.14722,0,0,0,0,"y"
102238,40479,3,1,8699,681,12.7738619676946,0.203889174416707,0.606325448811257,37.9868995633188,2.97379912663755,229,13865.2183406114,0,0,8705,636.97,0.00849,0,0,0,0,0,0,0,1.42977,16.66555,10.81104,5.3535,13.19939,0.58293,0.01678,0,0.03771,0.3494,3.06761,4.14423,27.17575,0.63011,0.01026,0,2e-04,0.02231,0.3798,1.19664,10.39157,0.14568,0.00573,4e-04,0,2e-04,0.0835,0.50771,2.33486,0.07205,0.00592,0.00079,0,0,0.00414,0.15989,1.13111,0.07185,0.00316,0,43.19916,56.80237,0,0,0,38.74817,61.25336,0,0,0,1.09863,52.61383,43.24188,3.04718,0,0.26111,0.71111,1.01389,0.83333,1.79445,2.275,1.19722,0,0,0,"y"
102232,82261,3,1,7446,548,13.5875912408759,0.225532694647202,0.950707051282051,57.2769230769231,4.21538461538462,130,20906.0769230769,0,0,7448,501.55,0.00023,0,0,0,0,0,0,0,0.24765,7.35498,16.27721,10.17002,2.70234,0.00591,0.00046,0,0.01522,2.05981,5.12704,15.1178,27.91313,0.02931,0.00046,0,0,0.00023,0.30309,5.17248,5.9561,0.00909,0,0,0,0,0.00932,0.72818,0.71273,0.00523,0.00023,0,0,0,0.00023,0.05135,0.02954,0.00068,0,0,58.76312,41.2384,0,0,0,49.7406,50.26093,0,0,0,6.48651,81.67877,11.70044,0.13733,0,0.87222,1.83333,1.34445,0.64444,1.51667,1.18889,0,0,0,0,"y"
102809,82659,3,1,4146,452,9.17256637168142,0.188776671583088,0.59254899691358,28.7916666666667,3.13888888888889,144,10508.9583333333,0,0,4170,309.01,0.00497,0,0,0,0,0,0,0,0.16214,25.05352,13.10797,8.84641,3.75927,0.12277,0.01621,0.00067,0.04037,1.79674,5.90775,12.58682,17.11806,0.14129,0.01191,0.00033,0,0.00166,0.22302,2.47971,5.38263,0.13334,0.0096,0.00067,0,0,0.0096,0.5645,1.56479,0.13401,0.04832,0.00463,0,0,0,0.13004,0.47252,0.13236,0.03144,0,56.31104,43.69202,0,0,0,48.03619,51.96533,0,0,0,0.50964,70.64972,28.53699,0.3067,0,0.48333,1.28611,2.27222,1.375,1.02222,2.52222,0.22222,0.02222,0,0,"y"
116732,86887,3,1,1454,194,7.49484536082474,0.156030211912944,0.513048493408663,24.6440677966102,3.28813559322034,59,8995.08474576271,0,0,1462,122.15,0.01376,0,0,0,0,0,0,0,0.07978,23.45342,15.09951,8.81599,2.30049,0.07427,0.0064,0.00092,0.00733,2.12904,5.45557,15.32691,11.25403,0.14121,0.0165,0.00092,0,0.00092,0.38052,4.4974,6.71263,0.20079,0.00825,0,0,0,0.03301,1.0095,1.8723,0.24482,0.02017,0.00274,0,0,0,0.23839,0.48321,0.10543,0.01376,0,67.90161,32.10144,0,0,0,60.73914,39.26392,0,0,0,4.26178,87.51831,8.02307,0.19989,0,1.18056,2.52222,2.925,5.18056,2.51111,3.02778,1.25833,0.01111,0,0,"y"
111335,42970,3,1,4332,557,7.77737881508079,0.169100339118292,0.45722761596548,21.0291262135922,2.70388349514563,206,7675.63106796117,0,2,4336,344.19,0.00298,0,0,0,0,0,0,0,0.06638,14.75959,19.05257,11.46095,1.55435,0.02262,0.00536,3e-04,0.02383,2.26915,8.28319,19.13384,8.83604,0.02411,0.00417,3e-04,3e-04,0.00208,0.53737,5.60976,5.52252,0.02739,0.00209,0,0,0,0.01965,1.0146,1.43674,0.04644,0.01042,0.00179,0,0,0,0.09974,0.14677,0.01578,0.00685,0,77.52838,22.47314,0,0,0,71.25854,28.74451,0,0,0,3.3371,70.32318,26.34277,0,0,2.29722,6.81667,10.52501,7.64167,2.89722,2.34167,2.025,0,0,0,"y"
116753,76711,3,1,3264,369,8.84552845528455,0.215347335140018,0.61599354005168,25.3023255813953,2.86046511627907,129,9235.3488372093,0,1,3295,299.72,0.00804,0,0,0,0,0,0,0,0.04615,30.44982,15.81584,6.79964,1.6244,0.06047,0.01783,0.00104,0.01398,1.97082,5.64435,11.00729,11.4771,0.04754,0.00559,0,0,0.00035,0.23141,2.83248,8.36322,0.07761,0.0056,0.00035,0,0,0.00315,0.56558,2.30744,0.079,0.01852,0.0049,0,0,0,0.1199,0.3216,0.05732,0.02167,0,69.89136,30.11169,0,0,0,58.04291,41.96014,0,0,0,6.21643,93.38837,0.39825,0,0,1.83056,3.38889,3.20556,3.21667,2.08611,5.19445,2.15834,0,0,0,"y"
