system_readout_id,vehicle_identification_number,engine_type,vehicle_type,mileage,engine_feature_2,engine_feature_3_1,engine_feature_3_2,engine_feature_4,engine_feature_5,engine_feature_6,engine_feature_7,engine_feature_8,engine_feature_9_1,engine_feature_9_2,engine_feature_10_1,engine_feature_10_2,engine_feature_11_1,engine_feature_11_2,engine_feature_11_3,engine_feature_11_4,engine_feature_11_5,engine_feature_11_6,engine_feature_11_7,engine_feature_11_8,engine_feature_11_9,engine_feature_11_10,engine_feature_11_11,engine_feature_11_12,engine_feature_11_13,engine_feature_11_14,engine_feature_11_15,engine_feature_11_16,engine_feature_11_17,engine_feature_11_18,engine_feature_11_19,engine_feature_11_20,engine_feature_11_21,engine_feature_11_22,engine_feature_11_23,engine_feature_11_24,engine_feature_11_25,engine_feature_11_26,engine_feature_11_27,engine_feature_11_28,engine_feature_11_29,engine_feature_11_30,engine_feature_11_31,engine_feature_11_32,engine_feature_11_33,engine_feature_11_34,engine_feature_11_35,engine_feature_11_36,engine_feature_11_37,engine_feature_11_38,engine_feature_11_39,engine_feature_11_40,engine_feature_11_41,engine_feature_11_42,engine_feature_11_43,engine_feature_11_44,engine_feature_11_45,engine_feature_11_46,engine_feature_11_47,engine_feature_11_48,engine_feature_12_1,engine_feature_12_2,engine_feature_12_3,engine_feature_12_4,engine_feature_12_5,engine_feature_13_1,engine_feature_13_2,engine_feature_13_3,engine_feature_13_4,engine_feature_13_5,engine_feature_14_1,engine_feature_14_2,engine_feature_14_3,engine_feature_14_4,engine_feature_14_5,engine_feature_15_1,engine_feature_15_2,engine_feature_15_3,engine_feature_15_4,engine_feature_15_5,engine_feature_15_6,engine_feature_15_7,engine_feature_15_8,engine_feature_15_9,engine_feature_15_10,defect
144917,6351,1,1,35823,2327,15.3944993553932,0.452571372296233,3.81570138888889,129.79347826087,8.43115942028986,276,47374.6195652174,0,2,35859,3308.16,0.00055,0.00104,0.0699,0.00481,5e-05,0,0,5e-05,0.94779,46.68619,11.33883,5.29617,2.12882,0.12377,0.04153,0.00118,0.07555,4.98098,8.02203,6.67416,5.46824,0.04838,0.00951,0.00065,0,0.03033,1.1645,2.46059,2.25669,0.05964,0.01121,0.00159,0,5e-05,0.11496,0.64524,0.77488,0.08393,0.04049,0.01063,0,0,5e-05,0.05972,0.25618,0.08364,0.0255,0,4.88739,95.11414,0,0,0,3.85132,96.15021,0,0,0,0.00763,0,2.61841,97.229,0.14801,0.54167,0.79445,0.6,0.62222,0.58611,0.24722,0.11111,0.00278,0,0,NA
111788,23821,3,1,13975,935,14.9465240641711,0.240937581699346,0.983740781174187,61.0262008733624,4.08296943231441,229,22274.5633187773,0,0,13977,905.08,0.00405,0,0,0,0,0,0,0,0.46543,15.76679,10.12354,13.43239,5.01814,0.0151,0.00233,0.00012,0.00688,0.27359,3.66872,19.39158,16.68931,0.04983,0.00368,0,0,0,0.18988,4.51441,6.10402,0.13342,0.00098,0,0,0,0.0054,0.9753,2.52539,0.09426,0.00184,0.00025,0,0,0,0.1452,0.39277,0.00528,0.00012,0,62.54883,37.45422,0,0,0,56.30646,43.69507,0,0,0,5.65948,43.94226,37.05597,13.34534,0,0.05556,0.14167,0.20278,0.26389,0.525,1.83056,0.15833,0,0,0,NA
108022,35186,3,1,9327,1108,8.41787003610108,0.184411101083032,0.732356630824373,33.4301075268817,3.97132616487455,279,12201.9892473118,0,1,9344,716.5,0.00215,0.00016,0.00016,0.00031,0,0,0,0,5.80254,22.4482,17.12435,9.44261,2.02691,0.03231,0.00631,0.00046,0.03277,1.19187,5.98919,12.41089,13.03298,0.03001,0.00246,0.00031,0,0.00031,0.35482,3.22755,3.80656,0.05601,0.00369,0.00016,0,0,0.01831,0.86228,1.4339,0.12756,0.01831,0.00277,0,0,0.00016,0.1451,0.28281,0.06663,0.01616,0,86.1145,13.88702,0,0,0,82.91779,17.08374,0,0,0,0,85.63538,14.36615,0,0,2.46111,6.13334,8.82223,5.89723,1.675,2.49722,0.15278,0,0,0,NA
95210,4688,4,1,50104,4723,10.6085115392759,0.357154480438516,6.61506122004357,196.486274509804,18.521568627451,255,71717.4901960784,0,0,50106,3322.27,0,0,0,0,0,0,0,0,3.53672,17.04828,20.07908,17.11457,11.2544,0.92884,0.05434,0.00111,0.04827,0.53645,6.34628,11.43996,8.37556,0.67512,0.04071,0.00046,0,0.00653,0.41166,0.67336,0.67124,0.05724,0.00258,6e-05,0,0,0.07773,0.18525,0.19462,0.01466,0.00105,0,0,0,0.00696,0.08303,0.12603,0.00745,0.00041,0,2.97394,97.02759,0,0,0,2.35596,97.64557,0,0,0,0.03204,1.6098,95.90149,2.45972,0,33.81944,146.85556,100.89167,18.96111,10.85278,1.70278,0.03611,0,0,0,NA
126526,45700,3,1,1495,311,4.80707395498392,0.175550553769203,0.530060409924488,14.5145631067961,3.01941747572816,103,5297.81553398058,0,0,1502,167.43,0.0056,0,0,0,0,0,0,0,0.06609,23.45686,24.07151,9.21029,0.55111,0.05236,0.02085,0.00152,0.01424,5.00374,9.26062,14.33808,2.32952,0.031,0.00254,0.00051,0,0,0.52671,4.46075,3.54817,0.06558,0.00406,0.00051,0,0,0.02491,0.94665,1.33304,0.12863,0.0244,0.00763,0,0,0,0.1932,0.25472,0.04221,0.02237,0,84.28497,15.71655,0,0,0,79.04816,20.9549,0,0,0,1.05286,76.83105,21.82312,0.29755,0,0.38611,0.58889,0.71111,0.58333,0.09444,0,0,0,0,0,NA
144933,77099,1,1,11243,1337,8.40912490650711,0.298808422670988,1.41168502159403,39.7279151943463,4.7243816254417,283,14500.6890459364,0,0,11250,1117.87,0.00153,0.00019,0.00235,0.00013,0,0,0,0,9.18977,24.84253,23.24264,11.01458,1.71966,0.02808,0.00178,0,0.00642,1.0976,8.48201,8.62013,1.77804,0.01518,0.00083,0,0.00013,0.00032,1.28515,4.95407,2.0506,0.02478,0.00267,6e-05,0,0,0.01322,0.67447,0.68565,0.04123,0.00673,0.00076,0,0,0,0.04015,0.14581,0.02681,0.00394,0,24.76196,75.23956,0,0,0,18.03131,81.97021,0,0,0,0.01373,0,82.13043,17.85889,0,0.44167,1.01667,0.44722,0.27222,0.18056,0.10833,0.03333,0,0,0,NA
41720,37343,3,1,6527,1012,6.449604743083,0.1673520256917,1.01413323353293,39.0838323353293,6.05988023952096,167,14265.5988023952,0,0,6535,527.49,0.0061,0,0,0,0,0,0,0,0.22333,32.69398,17.54147,7.49659,3.36869,0.09401,0.00363,0.00017,0.03233,0.557,7.39878,8.2304,10.30895,0.07554,0.00132,0,0,0.02177,1.2273,2.56759,4.63195,0.0348,0.00214,0,0,0,0.2573,0.83277,1.1798,0.04519,0.00445,0,0,0,0.03959,0.27907,0.72837,0.11051,0.00511,0,71.84906,28.15247,0,0,0,66.43982,33.56171,0,0,0,5.44586,60.94513,33.5434,0.06866,0,0.38611,0.83611,1.04445,0.29722,0.17778,0.70556,0.15,0,0,0,NA
52657,45957,3,1,6097,573,10.6404886561955,0.238874054682955,1.0214539800995,45.5,4.27611940298507,134,16607.5,0,1,6111,454.87,0.00446,0,0,0,0,0,0,0,0.19422,13.21054,19.358,15.5847,1.65775,0.00842,0.00148,0,0.00644,2.72247,7.95832,22.30689,5.83485,0.01288,0.00148,0,0,0,0.53558,5.0902,2.75962,0.01586,0.00148,0,0,0,0.03963,1.48039,0.80262,0.01883,0.00546,0,0,0,5e-04,0.1957,0.1749,0.01486,0.00148,0,73.18115,26.82037,0,0,0,62.48627,37.51526,0,0,0,3.97797,80.99976,15.02533,0,0,3.48334,9.76945,10.64723,10.31112,6.61945,2.11111,0.11944,0,0,0,NA
54808,47503,3,1,2507,540,4.64259259259259,0.152790226337449,0.535757936507936,16.2792207792208,3.50649350649351,154,5941.91558441558,0,0,2511,249,0.01111,0,0,0,0,0,0,0,0.1692,24.22957,21.85059,9.79282,1.40479,0.03095,0.00437,0,0.01177,5.10413,9.18797,13.89482,4.69709,0.02624,0.00202,0,0,0,0.50795,3.51129,3.32964,0.01985,0.00134,0,0,0,0.03095,0.75992,1.10606,0.02927,0.00437,0.00034,0,0,0.00034,0.10799,0.15441,0.01817,0.00068,0,79.50592,20.49561,0,0,0,72.3587,27.64435,0,0,0,2.97852,79.33044,17.26532,0.42877,0,0.19167,0.33611,0.49167,0.37778,0.11111,0.07222,0,0,0,0,NA
41766,37374,3,1,24983,1196,20.8887959866221,0.526805602006689,2.62524791666667,104.095833333333,4.98333333333333,240,37994.9791666667,0,1,24954,1737.89,0.00013,4e-05,9e-05,0,0,0,0,0,0.49575,16.47233,23.79354,13.40898,1.10733,0.01535,0.00075,0,0.01972,2.44326,10.29887,20.65051,3.6586,0.01478,9e-05,0,0,0,0.43487,4.12977,1.57886,0.02391,0.00044,9e-05,0,0,0.00869,0.69986,0.51168,0.03159,0.00666,0.00048,0,0,9e-05,0.09199,0.0867,0.01341,0.00075,0,23.39935,76.60217,0,0,0,19.54803,80.45349,0,0,0,0,39.94141,60.04333,0.01831,0,24.23613,46.56115,38.65559,40.38337,21.8778,4.06389,0.35278,0.08333,0,0,NA
61104,51991,3,3,11644,596,19.5369127516779,0.269457774049217,1.57447875816993,114.156862745098,5.84313725490196,102,41667.2549019608,0,0,11646,797.31,0.00449,0,0,0,0,0,0,0,0.05255,12.87417,9.41332,7.37085,6.54099,0.21507,0.02247,0.00017,0.01296,0.25449,3.58515,9.8388,27.92671,0.2213,0.00847,0.00035,0.00017,0.01591,0.35926,2.03142,14.7161,0.09076,0.00588,0.00035,0,0,0.0797,0.48927,2.38601,0.05757,0.00761,0,0,0,0.02178,0.20401,1.10301,0.0797,0.00916,0,40.55481,59.44672,0,0,0,36.03058,63.97095,0,0,0,15.44189,59.7229,24.83521,0.00305,0,5.06667,14.02501,17.25001,11.39723,15.2389,38.46392,27.19447,0.36111,0.00833,0,NA
23170,21213,3,1,5790,1285,4.50583657587549,0.0978892996108949,0.350383704735376,16.1281337047354,3.57938718662953,359,5886.76880222841,0,2,5806,482.06,0.00307,0,0,0,0,0,0,0,0.7504,12.92189,18.99655,14.05275,11.44343,0.65463,0.03243,0.0011,0.03726,0.28293,4.98303,10.4125,8.54833,0.32852,0.00592,0.00065,0,0.00329,0.78021,2.38468,3.82193,0.42867,0.0046,0.00065,0,0,0.20645,1.44098,2.21549,0.2928,0.03857,0.00439,0,0,0.01731,0.76004,3.38843,0.69824,0.05786,0,53.01819,46.98334,0,0,0,42.85431,57.14722,0,0,0,0.02899,2.44751,60.02045,37.5061,0,0.125,0.42778,0.58056,0.76389,0.43333,0.51389,0.45,0.09167,0,0,NA
55049,47678,3,1,16534,1513,10.9279576999339,0.189516156275244,0.853386739417989,49.2083333333333,4.50297619047619,336,17961.0416666667,0,2,16544,1238.49,0,0,0,0,0,0,0,0,1.25594,18.60175,15.88932,9.50288,4.43223,0.14071,0.08077,0.00263,0.03133,2.45972,5.85232,11.62641,13.43213,0.68008,0.14596,0.00525,0,0,0.25796,2.85313,6.98575,0.33094,0.02345,0.00263,0,0,0.01304,0.95108,3.12939,0.37775,0.10947,0.01304,0,0,0,0.15374,0.44557,0.17466,0.03912,0,49.65057,50.354,0,0,0,40.91034,59.09576,0,0,0,0,64.95514,35.05096,0,0,0.30278,0.85556,0.96389,1.43889,0.66667,1.36111,0.76111,0.00556,0,0,NA
205399,94350,6,20,17278,1463,11.80997949419,0.240006497303866,2.90189674012856,142.793388429752,12.0909090909091,121,52119.5867768595,0,0,17295,1636.41,0.05175,0.08878,0.0865,0.03257,0.03564,0.00692,0.00193,0,31.80384,7.44084,3.83437,6.59471,10.36307,2.48664,1.22586,0.06129,0.08423,0.69667,1.45043,4.89974,9.78661,1.67562,0.55869,0.03423,0.05201,0.04483,0.26984,2.31714,5.73668,1.83532,0.69046,0.04658,0,0.00026,0.01418,0.43952,1.49526,0.97308,0.87502,0.40888,0,0,0,0.00385,0.25365,0.4615,0.77477,0.00622,17.02423,82.97729,0,0,0,15.63263,84.3689,0,0,0,0,5.53284,94.41376,0.05646,0,0.19444,0.58333,0.44444,0.20278,0.12222,0.05278,0.14167,0.09722,0.21389,0.09444,NA
24284,22220,3,1,6480,785,8.25477707006369,0.17709186128804,0.665153641679957,31.0047846889952,3.75598086124402,209,11316.7464114833,0,2,6466,518.69,0.00404,0,0,0,0,0,0,0,0.21719,23.78934,14.5443,9.1239,4.36438,0.18827,0.04226,6e-04,0.17816,2.97309,5.66933,10.88628,14.66502,0.14924,0.02649,0.00141,0,2e-04,0.27462,2.73609,6.46124,0.12558,0.02043,0.00101,0,0,0.018,0.76521,1.85439,0.12295,0.04954,0.00424,0,0,2e-04,0.16138,0.46309,0.0904,0.02811,0,48.36121,51.64337,0,0,0,40.91644,59.08813,0,0,0,0,76.1795,23.82507,0,0,0.58056,0.94722,0.85278,0.54444,0.52222,1.53889,0.61944,0,0,0,NA
28416,25883,3,1,6742,923,7.3044420368364,0.164432586974841,0.979169534050179,43.4967741935484,5.95483870967742,155,15876.3225806452,0,0,6749,481.38,0.00202,0,0,0,0,0,0,0,0.35283,10.73135,24.16668,13.08323,1.20185,0.00457,0.0011,0,0.02234,1.71087,10.71542,20.75978,7.88784,0.05603,0.00165,0,0,0.00018,0.37682,4.35003,3.0634,0.02674,0.00073,0,0,0,0.0119,0.88546,0.47276,0.01227,0.00202,0,0,0,0,0.05768,0.03918,0.00275,0.00055,0,80.11475,19.88678,0,0,0,73.98834,26.01318,0,0,0,1.26648,61.00769,37.55798,0.1709,0,0.08056,0.32222,0.49167,0.30833,0,0,0,0,0,0,NA
31796,1271,3,1,6095,1290,4.72480620155039,0.157575904392765,0.534928728070175,16.0394736842105,3.39473684210526,380,5854.40789473684,0,2,6153,530.15,0.00228,0,0,0,0,0,0,0,3.50529,26.15998,18.47151,8.65744,1.24898,0.09766,0.03572,0.00077,0.32792,6.37109,9.05679,13.69668,5.92006,0.05054,0.01787,0.00228,0,0.00038,0.33589,2.25822,2.35359,0.03914,0.01254,0.00228,0,0,0.00836,0.40429,0.55666,0.05547,0.04369,0.02204,0,0,0,0.06232,0.13337,0.04446,0.04446,0,96.41418,3.58734,0,0,0,92.67426,7.32727,0,0,0,18.7912,57.9895,23.12317,0.09766,0,2.43334,6.94723,9.21112,2.12778,3.10556,0.19444,0,0,0,0,NA
134108,73670,1,1,929,221,4.20361990950226,0.17519243338361,0.330919040835708,7.94017094017094,1.88888888888889,117,2898.16239316239,0,0,933,91.71,0.01218,0,0,0,0,0,0,0,0.67692,29.55506,29.63036,5.81119,0.3779,0.00501,0,0,0.00718,2.97946,15.20849,9.83974,1.23121,0.0086,0.00145,0,0.00072,0.00287,1.40835,2.37496,0.52993,0.00718,0,0,0,0,0.04231,0.1893,0.05953,0.00573,0,0,0,0,0,0.0165,0.01218,0.00431,0.00145,0,39.30817,60.69336,0,0,0,34.01642,65.98511,0,0,0,0.02594,0.6485,95.12024,4.2099,0,0.43889,1.27778,0.35278,0,0,0,0,0,0,0,NA
152335,112917,3,1,7623,552,13.8097826086957,0.232308423913043,1.025874,60.984,4.416,125,22259.16,0,0,7628,493.62,0.00065,0,0,0,0,0,0,0,0.21867,8.64157,17.11341,7.67339,0.80322,0.04438,0.01213,0,0.01581,2.36829,8.26919,21.64042,25.1555,0.01623,0.00217,0,0,0.00022,0.26066,4.2343,2.57245,0.01104,0.00649,0.00108,0,0,0.00368,0.62395,0.21282,0.01234,0.00844,0.00108,0,0,0,0.02836,0.03399,0.00974,0.00433,0,51.59607,48.40546,0,0,0,43.26782,56.7337,0,0,0,0.53101,57.96051,39.96887,1.54266,0,0.64722,1.4,1.65556,1.41945,2.57222,1.08889,0,0,0,0,NA
168509,6162,1,1,39886,3430,11.6285714285714,0.376757491091675,3.47386611409797,107.220430107527,9.22043010752688,372,39135.4569892473,0,2,39936,3934.17,0.00017,0.00041,0.05055,0.00361,2e-05,0,2e-05,4e-05,0.43105,44.61198,15.0585,5.66894,1.75796,0.26492,0.08284,0.00216,0.18368,4.60029,8.75031,5.99719,4.15601,0.133,0.01776,0.00111,0,0.01569,1.05831,2.47625,2.23091,0.16132,0.01812,0.00235,0,0,0.06756,0.56288,0.88102,0.17011,0.1059,0.02894,0,0,0,0.04221,0.24412,0.11093,0.05083,0,7.82471,92.17682,0.00153,0,0,6.0257,93.97583,0,0,0,0.00305,0,5.91125,94.08569,0.00153,1.19722,3.76667,3.475,2.71945,2.09445,1.79722,0.66667,0.01111,0,0,NA
51410,4664,3,1,48488,4229,11.4655947032395,0.441969516040041,5.09288578564941,132.119891008174,11.5231607629428,367,48223.7602179837,0,0,48503,3620.85,0.00086,0,0,0,0,0,0,0,4.20329,15.91379,23.13582,15.0296,11.92997,0.87487,0.04959,0.00084,0.02443,0.88749,8.22016,10.61261,6.42359,0.49652,0.02399,4e-04,0,0.01491,0.60593,0.74331,0.40294,0.05237,0.00689,0.00021,0,3e-05,0.06747,0.08798,0.07882,0.02065,0.00656,0.00019,0,0,0.00805,0.02513,0.03952,0.0097,0.00153,0,3.94592,96.05408,0.00153,0,0,3.25928,96.74225,0,0,0,0.03052,2.46429,91.52985,5.97687,0,16.20279,62.85561,35.85281,1.92222,1.10833,0.625,0.01667,0,0,0,NA
61463,23999,3,3,8825,506,17.4407114624506,0.315202898550725,0.839435087719298,46.4473684210526,2.66315789473684,190,16953.2894736842,0,0,8833,522.13,0.0014,0,0,0,0,0,0,0,0.2035,7.26753,15.42348,7.44546,0.1725,0.01436,0.00122,0.00018,0.01349,1.65318,11.71029,47.63764,0.96792,0.02574,0.00298,0.00018,0,0,0.29841,4.38304,0.74113,0.0324,0.00385,0.00052,0,0,0.01313,1.25057,0.56881,0.02785,0.00736,0.00052,0,0,0,0.06217,0.05429,0.01226,0.00263,0,60.10742,39.8941,0,0,0,49.07684,50.92468,0,0,0,3.48816,59.9762,36.20758,0.33112,0,0.64444,1.62778,4.74445,6.11667,3.83334,0.025,0,0,0,0,NA
34045,30840,3,7,4828,1138,4.24253075571178,0.105652851005663,0.496830348943985,19.9504132231405,4.70247933884298,242,7281.90082644628,0,2,4855,398.15,0.00834,0,0,0,0,0,0,0,0.16219,17.0764,15.43685,12.17974,15.01065,1.71242,0.1018,7e-04,0.03865,0.83458,4.6979,6.42051,10.84215,1.33505,0.08121,0.00023,0.00023,0.0391,1.18535,2.17426,3.681,0.49469,0.02614,0.00047,0,0.00139,0.34799,0.98706,1.71057,0.31953,0.04026,0.00116,0,0,0.09,0.60112,1.845,0.46993,0.04535,0,39.08234,60.92224,0,0,0,34.56421,65.44037,0,0,0,0,0,97.02759,2.97699,0,0.15,0.20278,0.08611,0.00278,0,0,0,0,0,0,NA
